barbarian_0_x, barbarian_0_y, barbarian_1_x, barbarian_1_y, barbarian_2_x, barbarian_2_y, barbarian_3_x, barbarian_3_y, barbarian_4_x, barbarian_4_y, barbarian_5_x, barbarian_5_y, barbarian_6_x, barbarian_6_y, barbarian_7_x, barbarian_7_y, barbarian_8_x, barbarian_8_y, barbarian_9_x, barbarian_9_y, barbarian_10_x, barbarian_10_y, barbarian_11_x, barbarian_11_y, barbarian_12_x, barbarian_12_y, archer_0_x, archer_0_y, archer_1_x, archer_1_y, archer_2_x, archer_2_y, archer_3_x, archer_3_y, archer_4_x, archer_4_y, archer_5_x, archer_5_y, archer_6_x, archer_6_y, archer_7_x, archer_7_y, archer_8_x, archer_8_y, archer_9_x, archer_9_y, archer_10_x, archer_10_y, archer_11_x, archer_11_y, archer_12_x, archer_12_y, giant_0_x, giant_0_y, giant_1_x, giant_1_y, giant_2_x, giant_2_y, giant_3_x, giant_3_y, giant_4_x, giant_4_y, giant_5_x, giant_5_y, giant_6_x, giant_6_y, giant_7_x, giant_7_y, giant_8_x, giant_8_y, giant_9_x, giant_9_y
-5, -15, -18, 5, 40, 45, 43, 44, -16, 23, 28, 41, -19, 2, -19, -14, 0, 44, -18, 29, 38, -9, 32, 29, 31, 39, 15, 47, -9, -19, -8, 28, 2, 30, 29, -17, 12, -5, 42, 41, -2, 35, -14, -2, 28, 37, 46, 28, 45, -7, -10, -15, 39, -7, -8, -15, 27, -3, 43, 29, 30, 29, 3, -20, 47, 36, -9, 44, 32, 42, -2, -9
17, 43, 33, -3, 17, -13, -2, -8, 47, -19, -5, -18, 46, 16, -16, -20, 5, -5, 42, -4, -15, -17, -12, 34, 44, 31, 24, -11, 23, 39, 43, 42, 31, 41, 8, -4, 19, -13, 14, 35, -16, 31, -14, -12, 39, -17, 3, 31, 16, -13, -16, -11, 41, -13, -13, 18, -13, 1, -18, 40, -17, 38, 39, -8, 39, 9, -3, -10, 33, 18, 22, -8
18, 36, 30, -13, -5, -11, 37, -1, 45, -8, 24, -8, -19, 5, -13, 21, 37, -3, 9, -18, 6, 45, 0, -14, -19, 23, 23, -11, 30, 32, -7, -18, 19, -4, 40, -14, 40, 33, 32, -7, -13, -18, -11, -6, -20, 27, 30, 40, 37, 26, 14, 31, -9, -19, -11, 42, -17, -5, -8, -7, 30, 42, 45, -18, 34, 34, 46, -9, 37, -4, 33, 37
38, -5, -4, 21, 40, -17, 14, -4, 17, 37, 35, -15, -13, 44, 37, 12, -6, 28, 41, 8, 0, -10, -11, -7, -5, -2, 44, 26, -3, -20, 20, 37, 31, -11, 46, 33, 4, -20, -5, -20, 33, 46, 23, -14, -19, -8, 18, 36, -10, 21, -16, 31, -7, 29, -17, -11, 7, 47, 13, 30, 44, 15, 20, 38, 8, 43, 33, 8, 46, -10, -15, 39
0, -19, 40, -11, -5, 45, -9, -6, 7, 37, -9, 46, 47, 4, -7, -10, -9, -3, 40, 30, 24, 36, -4, -9, 36, 35, -3, -3, -4, -13, -14, 36, -9, 30, 34, 21, -13, 46, 41, -1, 45, -4, 17, -13, -2, 38, -2, 47, 44, 0, 15, -17, -11, -19, -20, 18, -12, 0, 5, 41, 10, -16, 38, 41, 22, -11, -18, 4, 47, -11, 21, -9
-20, 33, 42, -12, 34, 27, 31, -5, 18, -9, -8, 34, -13, -20, 2, 39, 37, 36, -12, -19, 16, -10, 4, -2, -12, 27, 35, -6, 34, 32, 37, 34, 47, 42, 33, -2, 5, 42, 6, 45, 2, -9, 12, 34, 45, -12, 20, 35, 47, 42, 45, -8, 20, -13, -16, -17, -2, -13, 43, 8, -12, 42, -3, 2, 35, -6, 31, -11, 36, 14, 41, -19
-16, -11, 37, 2, 29, 33, 13, 29, 16, 33, 32, 44, -6, 35, -12, 29, 20, -5, 36, -11, 31, 45, 43, -11, 16, 42, 46, -11, -8, 42, 8, -5, 28, 43, -17, -8, -7, 20, 45, -4, -18, 22, -15, 37, 35, 47, 37, 30, 12, 33, 39, -5, 43, 37, 44, -2, 32, 47, -15, -8, -11, 41, 16, 42, -12, 36, -8, 20, 28, 44, 28, -13
32, -8, -9, 39, -4, -14, -14, 41, -3, 26, 45, -8, 25, 45, 44, -13, -20, 20, -6, 34, -3, -6, -6, 27, -2, 40, -9, 33, -15, -5, 15, -18, 44, -1, 0, 29, -13, 36, 0, 43, 30, -18, 33, 32, -17, 30, 17, -8, 10, -8, 10, -5, -18, 23, 42, 34, 40, 47, -1, 35, 17, 33, -14, -12, -15, 33, 33, 22, 28, -14, -12, -4
45, -3, -9, -12, -17, 34, 16, -17, 31, -15, -18, -11, 34, 8, 25, -18, 0, 45, -7, 38, 39, 13, 33, 39, -19, 40, 37, -4, -14, 2, 20, 35, -18, -3, -1, -3, -8, 21, 38, -11, -12, -16, 11, 30, -8, 34, 27, 44, -13, 41, 22, -3, -14, -10, -3, 42, -15, 44, 33, 0, 41, -15, -3, 38, -2, 27, 29, 45, -9, 43, -9, 32
36, 33, 25, 39, 4, -9, 39, 45, 39, -7, -19, 14, 14, -6, -8, -5, 11, 35, 42, 0, 46, 25, 36, -7, 15, 40, 23, -12, 34, 12, 26, 43, 11, 45, 15, -12, -2, 4, -16, 46, -19, -12, -11, -9, -17, 0, -3, -15, -10, 30, -14, 29, 38, -13, -3, -15, -10, -5, 28, -20, 8, -9, 28, 34, -2, 36, 38, -9, -1, 36, 31, 35
-8, 37, 46, 42, -1, 41, 37, 34, 2, -4, -20, -14, -3, 13, -19, 8, 46, 26, 8, -12, 37, -8, -8, 24, 33, -19, 31, -11, -7, 42, 28, 30, 47, -9, 14, 39, 33, 24, -18, -19, -12, -3, 42, 46, -12, -16, -8, 34, 27, -8, -20, 7, 34, 38, 32, 8, -13, 43, 43, -13, 47, 31, 44, 35, 45, 47, 38, -15, 43, 35, -5, 45
40, 18, 6, 44, 42, 32, -1, 42, -14, 27, 9, -5, 29, -4, 31, 38, 18, 29, 43, 45, 33, -12, -10, 24, 24, 35, 38, -20, 44, -3, 7, -5, 1, 39, 15, 37, 40, -17, 27, 40, 38, -9, -20, 43, 43, 41, 14, 43, -20, 46, 31, -3, 23, -12, 41, 40, 30, -20, -18, 6, 29, -14, 30, -2, -7, -13, 41, -6, -13, 2, -8, 10
38, 12, -18, -17, 41, 29, 0, -3, 15, 43, 2, -3, -16, 12, 35, 10, 17, 36, 32, 43, 37, -3, 45, 40, 22, -3, 30, -10, 34, 25, -8, -1, 36, 33, -2, 44, 33, -20, -19, -9, -16, 6, 42, 15, 47, 37, 5, -5, -2, -9, 39, -12, -8, 15, 37, -20, -7, -12, -6, -6, -19, 20, -7, 33, -3, -11, 36, 39, 32, -15, 29, -20
29, -12, 31, 37, -12, -2, 38, 33, -9, -14, 24, -11, 21, -5, 41, 45, 46, -5, -14, 36, -13, -8, 14, 33, -8, 38, 47, 35, -15, -6, 35, -12, -17, -12, 37, 22, 32, 38, 36, -17, 46, 44, -2, -10, -6, 28, 34, 47, 23, 38, 43, 45, -6, 31, 31, 14, 45, -20, 44, 38, -5, -12, 46, -14, 37, 38, 37, 19, 34, -8, 11, -11
46, -2, 35, 32, 11, 30, 43, -5, 14, 44, -12, -8, 16, 45, 6, -7, 47, 5, 46, -8, 37, -19, 31, 41, -1, 42, -3, 25, -16, 13, 45, -9, -20, 26, -17, 42, 32, 38, -16, 37, 12, 41, -1, 33, 34, -3, -15, 43, -12, 34, -16, -11, -16, 36, -17, -6, -19, 34, 43, -4, -8, 6, -10, 40, -3, 34, -10, 17, -18, 24, 46, 38
4, 46, -13, 44, 9, -16, 33, -17, 27, 34, -7, -19, 33, 33, -7, 20, 17, 44, 40, -7, -15, -19, -10, 23, -3, 46, 45, 40, 43, 8, 26, -16, 11, 43, 43, -13, 36, 43, 42, 27, -1, -15, -8, 31, 42, -2, -14, -18, -18, 9, 15, 46, 42, 45, 32, -11, 41, -20, 41, -4, 38, -8, 42, 8, 39, 26, 32, 46, 45, 35, -5, -10
-2, 35, 13, 35, -6, -11, 47, -16, -9, 38, -15, 30, 32, -3, 37, -2, -8, -13, -15, 47, 36, 34, -19, -7, 27, -19, -2, -12, -9, -11, 40, -17, -8, -9, -2, -20, 38, 40, -17, 33, 37, 31, -16, -14, 33, -10, 25, 38, -16, 36, -16, 46, 38, 22, -16, 36, 8, 29, -19, 3, 5, -8, 33, 42, 43, 14, 31, -15, -18, -16, -7, 39
30, 7, 32, 42, -15, -3, 32, -10, 38, 37, 16, 42, -8, -14, -12, 36, 41, -14, 39, 38, 42, 45, 37, -4, 6, -2, -7, -7, 46, -12, -8, -5, -1, 33, -8, 46, 38, 43, 37, 23, 5, -16, 32, 29, -16, 41, 31, -9, -9, 45, 44, 16, 47, 42, 47, -4, -5, -4, 5, -2, -18, -8, 34, 42, -16, -14, -13, 21, -11, 31, 4, -13
-18, 16, 5, 36, 38, -3, 42, 0, 30, 23, 32, -4, 28, -9, -2, 20, 2, 34, 31, 25, 23, -16, 45, 35, 37, 10, 40, 3, 24, 29, 23, -3, 34, 47, -13, 17, 31, -11, -14, -11, 1, -16, 31, -11, 39, 17, 7, 32, 42, 1, -19, 15, 32, 31, 43, 29, -11, 24, -8, -19, 37, 45, 39, -17, 47, -12, 36, -14, 26, -5, 35, -12
-17, 15, -5, 3, -19, -1, 37, -20, -10, -9, 42, -14, 25, 40, 27, -20, -5, -10, 44, 11, 34, 45, 32, 42, 9, -9, -15, 38, -13, -2, -10, 9, -14, 26, 45, -16, 45, 9, 20, 39, 28, 43, 3, 31, 40, 36, 40, 28, 44, -10, -5, 8, -15, 20, 30, 21, 38, 45, -7, -10, -18, -8, 30, -16, -19, -9, -2, -5, -4, 40, -13, 36
-15, 23, -6, -4, -10, 17, 22, -10, -19, 45, 23, -18, -11, 19, 32, 32, -7, 39, 33, -12, 46, -10, -19, -15, 18, 39, 36, -3, 35, -9, -2, 15, 47, 25, -12, 45, -12, 38, 16, -7, -11, -19, -14, 2, 42, 44, 37, 34, -8, 29, 39, -12, -6, -13, 13, 44, 34, -13, 45, 11, 34, 31, -5, 28, -16, -16, 2, 38, 47, 46, -12, 40
30, 32, 0, -17, -3, -5, 26, 42, -9, 7, -2, -2, 39, 29, 42, 45, -4, -16, -4, 32, -4, 3, 46, 38, 38, 9, 1, 40, 33, -20, 40, -13, -9, 42, -19, -19, -20, -14, 40, 17, 28, -13, -16, 7, 17, 29, 47, 41, 3, -5, 24, 39, -14, 35, -14, 46, 47, 43, -16, 33, 41, -9, 46, -7, 32, -4, -4, 38, -14, 8, 39, 0
-3, 41, -20, 32, 38, 47, 40, -16, 25, 36, 35, 43, 22, -11, 27, 43, -11, 32, -8, -5, 41, -11, 45, -19, -10, 35, 14, 43, 40, -13, -17, 37, 42, -16, 30, -13, 7, -5, -19, 47, -9, 20, -10, -7, 37, 47, 34, -16, 24, 44, -4, 5, -7, -10, 3, 46, 47, -8, -9, -8, 35, 43, 13, 39, 17, 46, -19, 33, -19, 12, 21, -17
30, -4, 21, 36, 21, 36, 15, 40, -19, 28, 43, 4, 4, -10, 26, -17, 32, 39, 43, 30, 33, 26, -19, 23, 27, 39, -20, -20, 32, 45, 31, -2, 35, -6, 12, -11, 29, 37, -4, 43, -9, 8, 35, -5, 3, -14, -1, -17, 10, 46, 2, -12, 7, -19, 30, -19, -19, -4, -13, 26, 0, 41, 26, -18, 47, -17, -10, 8, -5, 36, -7, 17
35, -6, 1, 40, 36, -16, -11, -18, 29, 33, 39, 40, 32, -4, 40, -15, -12, 3, -9, 3, 34, -20, 35, 22, -19, -4, -17, 44, 38, 43, -15, -3, 41, 13, 45, -12, -13, 45, 33, 45, 46, 9, 38, -10, -20, -12, 29, 13, 18, 40, -20, 3, 35, 40, -7, -13, 16, -8, -19, 26, 37, 22, -5, 34, -17, 21, -3, -17, -9, 2, 31, 41
-17, 23, -5, -19, -8, -13, 33, 14, 16, -3, 22, -14, 14, -14, 34, 12, 41, 0, -19, 43, 39, 6, 13, -3, 32, 25, 29, -3, 19, 40, -4, -10, 32, 17, 31, 42, -19, 26, 46, 39, 42, 43, 2, 32, 28, -15, 42, -17, -2, 11, -15, 4, -19, -2, 1, 29, -15, 25, -20, 42, -15, 33, 7, 33, 7, 32, 40, 43, 43, 39, -1, 37
34, -7, 23, -12, -10, 39, 40, -18, -19, 17, -6, -14, 26, 31, 44, 16, -11, -15, 13, -17, -7, 16, 30, 22, -11, 14, 40, 35, 33, 13, 31, 18, 38, -12, -6, -4, -18, -1, -10, 36, 43, 35, 18, -8, -13, 44, -19, -8, 38, 33, 25, -7, 47, 30, 25, 35, 46, 4, 37, 36, -20, 45, 8, 39, 31, 30, -20, -3, 45, -9, -16, 45
15, 38, -15, -7, -9, -19, -7, -8, -16, 11, -12, 44, -10, 36, -14, 41, 45, 35, -5, -7, 45, 29, -5, 29, 39, -5, 45, -16, 32, 45, 37, -19, 43, 29, 45, -5, 37, 30, -8, -7, 42, -17, -10, -8, -8, 29, -10, -13, 39, -4, 40, 9, 9, -4, 31, 38, -17, 42, 7, -7, 33, 1, -4, 1, 36, 31, 37, 7, -4, 41, 5, -17
-17, 17, -12, -4, -5, -15, -17, -10, -2, 45, 36, 5, -4, 46, 37, -7, -5, 5, 32, 5, 0, 45, 15, -17, 6, -8, 40, 40, 24, 34, 45, 24, 3, -10, 32, -3, -11, -2, -18, -15, 37, 34, -8, -15, 1, 46, -15, -8, 42, 35, 27, -10, -5, -7, 12, -13, -9, 17, -8, -16, -8, 6, 38, 19, 14, -8, 37, 31, 25, 35, 42, 35
-20, 44, 41, 31, -18, 42, -19, 43, 46, -3, 15, -20, -18, -15, 11, -18, 36, 17, 46, -20, 46, 31, 38, 8, 34, -17, 28, 46, -16, -13, 32, 47, 26, 34, -18, 33, -19, 40, 20, 30, -6, 31, 16, -20, -12, -7, 45, 11, 40, 47, 47, -17, 34, 33, 18, 44, 33, 38, -8, 13, 16, -16, -10, -10, 40, 13, 21, -16, 11, -17, 38, 3
15, 45, 27, 44, 24, -12, -20, 35, 38, -20, 41, 32, -5, 46, 30, 9, 41, -4, 41, -11, -11, 12, 40, -6, 35, 10, -18, 6, 41, 5, -10, 36, 32, 42, 38, 43, 1, 37, -5, -11, -20, -18, 42, 1, 21, 29, 43, -17, 33, 37, -18, -12, 22, 29, -4, -20, 11, -14, -3, -9, 29, -8, -4, 34, 26, 31, -4, 33, 24, -2, 33, 44
30, 19, -5, -2, -15, -18, 32, -6, -12, 45, 39, -5, -12, 0, 33, 45, -20, 7, 33, -7, 8, -19, 36, -5, -4, -5, -7, 43, 26, 30, 37, 45, 36, 31, -1, -19, -20, -6, 16, -6, -2, 31, 16, 37, 29, -2, -12, -8, 40, -2, 4, 36, 36, -2, -11, 33, -4, 37, 46, 34, 44, -20, -8, -11, -11, 10, 39, 10, 36, -10, 41, 27
-2, 47, 46, 46, 29, 1, 46, -10, 32, 46, -20, 30, -13, 6, 16, 47, -18, 17, -2, -3, 43, 30, 13, 36, 32, 1, 14, -5, 43, 40, 42, 10, -3, 34, 42, -6, 45, 41, 20, 39, 27, -4, -16, -8, -2, -5, 39, 29, -16, -17, 35, 45, -16, 33, 38, 28, 13, -19, 42, 16, -10, -10, 31, 11, -12, 47, 10, -13, -11, 39, -16, 34
25, -14, -2, 46, -7, 24, -18, 2, -9, -7, -6, 6, 40, 43, -2, 34, 33, -9, 40, 45, -13, 41, -14, -9, -20, -8, -5, 12, 4, -16, -16, -9, -7, 20, 43, 28, 4, -2, 38, 6, -12, -3, 35, 19, -13, -16, 19, 33, 32, -6, -8, 4, -5, -7, 41, 35, -9, 32, -7, 15, 44, 35, 37, -12, 29, 38, 17, 44, 43, -16, 32, 42
10, -6, -4, 12, 36, 35, -16, 41, 31, -14, -8, -17, 36, -10, 7, -12, -20, 40, 47, 10, -2, 30, -2, -18, 36, 30, 29, -20, 37, 8, 45, 13, 1, 44, -19, 46, -5, 41, -5, 35, 31, 30, 43, 47, 13, -11, 42, -6, 45, -14, -15, 1, -6, -9, 42, 4, 27, 37, 29, 13, 42, 8, 33, -11, -13, -15, 35, -17, 26, 47, -17, -13
47, -19, -5, 41, 7, -18, -5, 3, -15, -16, 37, -13, 47, 24, 24, -5, 44, 40, -20, 7, -16, 47, 46, -9, -10, 41, -17, 37, -7, -6, -5, 40, -11, -14, 6, 45, -13, -1, 46, 37, 35, 17, -16, -8, -2, -5, -8, 18, 37, 47, 14, -9, -13, -3, -11, 13, 41, 36, -17, -17, 35, -20, 18, 37, -11, -19, -15, 35, 8, -13, 45, 31
33, 47, 20, 30, 11, 34, -5, 44, 26, -17, -6, 39, -16, 24, 6, -9, -3, 8, 29, 31, 1, 40, 36, -18, -15, -1, 32, -10, 24, -17, -1, 33, 40, 6, -10, -16, 30, 44, -17, -14, 42, -20, 39, 42, 3, -6, -5, 36, 29, 21, 20, 44, 22, -4, -7, 46, -12, -18, 29, 21, 39, 34, 36, -20, 40, -20, 30, 7, -15, 11, -20, 46
29, 14, 40, -18, 47, 35, 16, 38, -10, -2, 30, 41, 44, 8, 46, -5, 13, 32, 44, -19, 36, -11, -12, -17, -20, -15, 4, -10, -8, 32, 38, -18, 25, 44, -7, 10, -16, -11, 30, 23, -11, 20, 17, -9, 33, -10, 7, 44, 29, 41, 25, 39, -16, 43, -7, 47, 46, -19, -15, 43, 26, -6, -5, -14, 21, 38, 35, -5, -5, 38, -7, 45
31, -2, 42, -9, -14, 41, -2, 45, 40, -6, 4, 38, -17, 10, -9, 30, 3, 40, -15, -11, -19, -2, 37, 2, 40, 43, -2, 19, 37, -9, 31, -17, 40, -5, -18, -5, -10, -3, 45, -9, -20, -1, -11, 30, -20, -13, 39, 8, 47, 32, 39, 3, 36, 31, 30, 33, -7, 35, 34, 29, 15, -2, -8, 31, 32, 8, -2, 1, -6, -20, -13, 34
10, -5, 12, -15, -16, 41, -20, 35, 42, 2, -3, 30, -9, -5, -11, -13, -19, 21, 36, -1, 47, 30, 13, 43, 7, -17, 30, -12, 16, -14, 36, -1, 47, 42, 35, 31, 41, 32, 39, 2, -16, -13, -16, 40, -12, 19, 47, 31, 45, 26, 34, 19, -18, -11, -14, 32, 42, 33, 37, 27, 10, -14, 32, 24, 33, -2, 23, 42, 23, 31, -3, 26
-13, 0, -6, -17, 5, 38, 27, 43, -19, 28, -20, 32, 40, -8, 4, 40, 39, 35, -12, -10, 35, -16, 41, -18, 36, 34, -7, -9, 16, -12, -3, -17, 47, -19, 37, 30, -16, -8, 37, 23, -12, 46, 14, -8, -8, -7, 6, 38, -11, -1, 8, 32, -9, -17, 47, 16, 20, -10, -11, -6, -14, -20, 32, -10, 21, 37, -14, -2, -17, -2, 43, -18
33, 6, 39, 9, -14, -13, 11, -6, 5, 33, 14, -5, -7, 9, -4, -16, 35, 38, 34, -2, -17, 17, -11, 37, -20, -6, -10, 45, 2, 39, 30, 0, 40, 32, 22, -3, 30, -13, -16, -14, 30, 47, 30, 46, 44, -15, 37, -13, 14, -17, 34, -9, 38, 31, 37, -12, -6, 42, -7, 8, 37, 29, 41, 43, -7, 0, -13, 43, 31, 32, 47, 24
-1, -5, 29, 30, -20, -8, 38, 10, 47, -20, -17, -17, 46, -7, 42, -12, 34, 41, 32, 28, 10, -4, 29, 32, -17, 29, -6, 20, 37, 41, -7, -20, 34, -17, 31, 40, -18, 8, -5, -17, 37, 36, -9, -16, -4, -2, -11, 32, 47, 6, 44, 37, 29, 31, 11, 46, -10, -15, 39, 4, -8, -15, -3, -1, 41, 20, -17, 23, 32, 1, 31, -20
37, 43, -7, 28, 10, -8, 38, -2, -10, 45, 19, 43, 34, 3, 32, 0, 21, -12, 31, -11, 36, -14, 45, 15, 40, 18, 11, 43, 12, -17, 34, -3, -7, 40, -2, 42, 11, 32, 32, 40, 45, 34, 36, 36, 46, -10, -16, 30, 36, -2, -12, 24, 6, 31, 1, -19, -7, -14, 6, 31, 41, 31, 43, 36, 17, 31, 33, 34, -12, 33, -6, -13
-14, -16, -7, 47, -15, -12, 47, 44, -15, 32, 41, 42, 23, 43, -18, 46, 3, 42, -19, -19, -2, -19, 30, 8, 18, 41, 10, -14, -13, -19, -2, -3, -10, 7, 38, 41, 44, -13, -8, -8, -18, -20, 29, 42, -5, 8, -5, 0, 10, -7, 30, 40, 9, -14, -19, 30, 42, -3, 36, 42, 33, -12, 37, -13, 36, 36, -6, -11, -2, -3, -8, -15
40, 47, 40, 17, 7, 31, 38, 32, -10, 47, -20, -2, 30, 31, -4, -13, -15, 46, -17, 31, 14, 45, 31, 29, -6, -13, 44, 42, -16, 41, -10, -4, 35, 42, 25, 34, 15, 40, -3, -15, 32, 7, -10, 36, 40, 33, 34, 46, 18, -18, 47, -17, -5, 30, -15, 37, 5, -19, -5, 22, 41, 43, -3, 31, -8, 2, 45, 42, -8, 29, 19, 38
-4, -17, 1, 43, -14, -7, 36, 18, 35, 21, -11, 11, 20, -18, 8, 45, 46, 40, 33, -11, -1, -15, 44, 34, 9, -6, 36, 17, 32, -16, 2, 29, 30, 21, -20, -9, -9, 43, 1, -3, 17, 32, -14, 24, 38, 5, 45, -14, 31, 23, 43, -16, 46, 29, 31, 25, 17, -18, -7, 2, 36, -19, -19, -14, -20, -9, 47, 6, -7, -2, 33, 0
-4, 40, -16, 43, 44, 42, 36, 35, 24, -15, 42, 32, -14, 35, 20, 29, -16, 26, 11, -8, -19, 31, -11, 39, 41, 33, 44, 44, 0, -6, -3, 46, -2, 38, 39, 16, -9, 42, -12, 43, 0, 30, 32, 36, -13, 45, 35, 16, 21, 43, 8, -4, 42, 25, 34, -19, 8, -8, -18, -6, -7, 22, 12, -11, -18, -13, 38, 47, 2, 37, 19, 43
-19, -16, 34, 35, -13, 36, 19, 29, 35, -16, 38, -3, -4, 25, -10, -14, 45, -6, 47, 8, -14, 16, -4, -19, -9, -13, 18, -5, 47, -20, 38, 47, -9, -17, -11, 25, 36, 36, 46, 43, -5, 28, -8, 31, 3, 41, -19, -2, 42, -20, -19, 26, 37, 17, -7, -18, 20, -5, 34, 43, 3, -11, 0, -18, -20, 37, 22, -10, 45, -3, -17, 19
44, 3, -2, 5, -19, -8, 15, 36, 32, -4, 33, -13, 38, 19, -17, 34, -6, 9, -10, 34, 15, 45, -20, -11, -13, 30, 47, 44, 32, 7, 37, 27, 32, 44, -12, 31, -14, 13, -5, -17, 26, 33, 41, 10, 7, 47, 19, 35, -11, -10, 43, 12, 32, 6, -6, -7, 5, -16, 28, 36, -18, -3, -15, 34, 41, 33, -18, 15, 45, -14, -5, -13
-6, 46, -8, 18, 41, 46, 25, -7, -3, -1, 34, 40, -1, 33, -18, -17, -19, -3, -4, 45, -20, 41, -3, 24, -18, -18, -4, -7, 21, -2, 6, 39, 16, -16, 47, 32, 44, 34, 12, -17, 46, 26, -12, 39, 14, 38, 3, -11, 18, -19, 35, -5, 31, 28, 41, -15, 21, -3, 47, -14, 0, -6, 40, 37, 27, -13, 31, 12, 25, 47, -14, 33
-13, -18, 38, -6, 13, -3, 45, 5, 46, -5, -6, -16, 39, -10, -5, 39, -5, 38, 23, 43, 42, 47, 39, 47, -4, -19, -11, 24, 42, -20, -10, 25, -3, 40, 33, 24, 10, 32, -9, 6, 5, -7, 41, 6, -15, 19, 32, 24, -2, 28, 43, 17, 15, 44, -11, -11, -6, 36, 25, 45, 45, -17, 25, -3, 41, 44, -8, -11, -3, 47, 7, -19
-3, 32, -11, 41, 46, 18, 40, -8, -20, -6, 41, 0, 4, -2, -16, 32, 36, 31, -8, -12, 42, 35, 32, 17, 36, 26, 43, 19, -17, -19, 38, -16, -19, -5, -7, 12, -14, 18, -9, -11, 26, -13, 26, -4, 17, 32, -14, 8, 42, -17, -10, 45, 37, -3, 42, 46, 11, 47, 34, 26, 32, 0, -16, 31, -2, 40, 27, -19, 39, 17, 35, 32
34, 15, -14, -12, 1, 39, 44, 47, -13, 42, 28, -6, -6, 2, -5, -7, 37, 33, -12, 32, -18, 46, -14, 40, -6, 32, 33, 42, 27, -19, 33, -20, 43, -17, 36, 5, -15, 43, 31, -11, 40, 32, 35, 10, 4, 46, -15, -18, 34, -19, -10, 12, 12, -16, -18, 29, 27, -20, 33, 45, -6, -14, 38, -12, 17, -17, 22, -4, 11, 30, -14, 4
8, -18, -5, 5, -4, -9, 46, 45, 37, 45, 31, -9, 33, -20, 47, 43, 31, -10, -16, 36, 43, -20, 35, 8, 33, 29, -16, 9, 8, -17, -12, 34, 5, -11, 25, 42, 22, -13, -10, 5, 39, 2, 39, -15, -3, 41, -10, -18, 27, 32, 44, -17, 23, 29, 0, 41, 22, -17, -5, 3, -19, 32, 45, 42, 37, 17, 47, 37, 47, 46, -20, 42
0, -2, 28, 40, 34, 26, 46, 11, 45, 37, -19, 44, 23, 35, 44, 23, -14, -17, 32, -9, 17, 29, 16, -13, 29, 27, 27, -14, 30, 39, 46, 31, -10, 34, 6, 45, 39, 9, 13, -18, -20, 47, 34, -15, 29, -16, 24, -4, 41, -1, 31, 0, -3, -6, -9, 46, 29, 42, 15, 35, 42, -19, 31, 19, 9, -14, -14, 15, -13, 35, 28, -11
-18, 32, 5, -6, 13, 37, 44, 8, -19, -17, 10, -6, 47, 45, -9, -19, -20, 23, 4, 38, -11, 42, -17, 31, 23, -9, -13, 32, 39, -8, 41, -3, 5, -12, 29, -17, 5, -20, 16, -14, 33, -8, 40, 19, 34, 2, 25, -13, 45, -9, 44, -4, 43, -8, -8, 19, 34, 3, 38, -5, 40, 7, -19, -13, -18, -8, 34, -18, -16, 10, -4, 33
-12, 32, 31, 8, -9, 31, -15, -3, -19, -18, 32, 22, 26, 39, -7, 45, 9, -4, 41, -14, 41, -17, -14, -15, -15, 38, -8, 43, -1, -8, 47, 32, 30, -15, -4, -15, -11, 46, -11, -4, 27, -12, -9, 16, -16, 37, 16, -14, 13, -6, 16, -18, 11, -20, -3, 19, -3, 20, 7, -4, 32, -17, -13, 37, 47, 2, -7, 38, 41, 41, 31, 22
-20, 44, 43, 40, 42, 33, 33, -11, -14, 12, 43, 39, 37, 11, 30, -19, -8, 46, 29, 47, 15, -5, 45, 41, -17, -15, 38, 14, 37, -13, 47, 3, 38, 46, 30, -15, -6, 3, -11, 5, -20, -14, 42, 16, 16, -13, 1, 40, 42, -10, -20, 38, 45, 14, 7, -16, 37, -16, -15, -11, -2, -2, 45, 41, -9, 34, -10, -17, -5, -5, 8, -17
27, 43, 19, 42, 28, -11, 4, -3, 38, 30, -20, -5, 46, 38, -12, -10, -9, 29, 36, -1, 13, 46, -14, 35, 30, -3, 23, -19, -1, -7, -15, -14, 41, -1, -7, 10, 28, 35, 29, 27, 46, -7, 25, 38, 46, 37, -18, 30, 29, 35, 9, -6, 43, 13, 13, -17, 45, 34, -17, 40, 34, 39, -13, 20, 11, 32, 25, 39, -5, -8, -13, -12
44, 26, -4, 34, 29, 40, 30, 29, 17, -20, 43, -11, 16, 42, -14, -10, 30, -8, 1, -18, -16, 0, 37, -14, -14, 45, -11, 0, 34, -4, 29, 22, 18, -11, 30, -2, 35, 29, 40, -14, 31, 9, 38, -9, 29, 43, -2, 13, -10, -3, -8, 42, 33, 2, -17, -7, 45, -8, 45, 45, -12, -13, 26, -8, 32, 24, 34, -12, 42, -8, 30, -12
-16, 17, -12, 31, -10, -11, -16, 37, -16, -9, -16, -8, 8, 32, 5, -2, 32, -15, -10, -15, -17, 42, -6, 39, 44, -18, 11, -5, -14, -20, 29, 41, 41, -8, 8, -2, 22, 43, -3, 4, -15, 43, -11, -5, 14, -2, 41, -8, -4, -3, 30, -19, -15, 42, -17, 5, 29, 36, -14, 47, 26, 36, 39, 35, 38, -13, 28, -19, 41, 34, -4, 13
